Month,Hour,wind,pv
3,4,2.444341392,121.2971734
3,5,2.196430848,159.5301653
3,6,2.277108144,184.1130141
3,7,2.771831808,194.4214066
3,8,4.045602816,189.5139486
3,9,6.068763648,170.3167937
3,10,9.285292944,138.2321699
3,11,14.10799406,95.78248795
3,12,20.71840666,47.50874458
3,13,17.3597449,6.52484618
3,14,29.574576,0
3,15,27.95105362,0
3,16,19.89913147,0
3,17,11.77149658,0
3,18,6.662632176,0
3,19,3.548472624,0
3,20,1.868814,0
3,21,1.100933712,0
3,22,0.926619264,0
3,23,0.758595456,0
3,0,0.658698624,0
3,1,0.635175936,0.239614676
3,2,1.471437072,22.316322
3,3,2.771831808,70.0185246
3,4,3.263786928,122.1087074
3,5,4.630670208,160.2725366
3,6,6.280445952,184.2570062
3,7,8.153726976,193.4050279
3,8,10.5926485,188.4308223
3,9,13.6539095,169.221603
3,10,16.52994086,137.1390946
3,11,20.1309637,94.98682176
3,12,23.82755746,47.058592
3,13,15.925248,6.46213942
3,14,21.438288,0
3,15,19.78388582,0
3,16,12.94781645,0
3,17,8.090191728,0
3,18,4.331553264,0
3,19,1.916935632,0
3,20,0.987696,0
3,21,0.589824,0
3,22,0.338779728,0
3,23,0.196938864,0
3,0,0.176406192,0
3,1,0.186484176,0.221750298
3,2,0.536238,20.13498329
3,3,1.186906752,65.19033944
3,4,1.729294416,117.405097
3,5,2.25,156.9799369
3,6,2.501852976,181.1366803
3,7,2.897805312,192.1637146
3,8,3.927009744,186.978632
3,9,5.861892096,167.7660322
3,10,9.216,134.2619162
3,11,14.66604907,92.01410719
3,12,22.54907794,45.07325608
3,13,25.83448474,6.130595075
3,14,33.65926502,0
3,15,34.319232,0
3,16,27.66240475,0
3,17,14.38521754,0
3,18,6.280445952,0
3,19,2.277108144,0
3,20,0.732736512,0
3,21,0.378442368,0
3,22,0.267964848,0
3,23,0.144,0
3,0,0.123462,0
3,1,0.176406192,0.25070988
3,2,1.035224208,20.01141861
3,3,1.295843328,64.1570283
3,4,1.775000304,108.621717
3,5,2.865961584,152.4868633
3,6,5.035072752,175.4359188
3,7,9.078450048,179.9898896
3,8,14.66604907,169.4108466
3,9,20.71840666,139.685033
3,10,26.667792,103.5537426
3,11,33.16988117,68.2465177
3,12,38.640402,28.99539665
3,13,36.69697498,4.175769996
3,14,30.79399565,0
3,15,31.104,0
3,16,26.24893387,0
3,17,16.63218763,0
3,18,10.07057203,0
3,19,5.317349328,0
3,20,2.679786,0
3,21,1.333584,0
3,22,0.798513552,0
3,23,0.853882704,0
3,0,0.546683904,0
3,1,0.346478976,0.140086298
3,2,1.277242992,10.67746862
3,3,1.868814,33.96187038
3,4,2.25,65.4680895
3,5,3.161088,97.35090394
3,6,4.762967184,127.2308351
3,7,6.887829168,141.357842
3,8,9.997420464,144.5737835
3,9,14.8552861,136.3214306
3,10,20.1309637,112.114987
3,11,25.01872013,76.2913553
3,12,27.80647949,35.12524615
3,13,19.669086,4.587196052
3,14,16.941456,0
3,15,15.23862965,0
3,16,12.94781645,0
3,17,8.874702,0
3,18,6.174,0
3,19,3.659354496,0
3,20,1.706738688,0
3,21,0.695060496,0
3,22,0.429981696,0
3,23,0.403663824,0
3,0,0.457419312,0
3,1,0.578833776,0.242030502
3,2,2.359737216,17.39434589
3,3,3.696822,55.56007918
3,4,3.927009744,90.20530159
3,5,4.373471232,120.6089396
3,6,5.222115504,149.4778217
3,7,7.839351216,163.7152411
3,8,13.564278,164.3526809
3,9,21.19650509,143.251646
3,10,25.83448474,109.510019
3,11,27.66240475,73.76587529
3,12,27.09108245,37.38689941
3,13,20.36458958,5.660919185
3,14,14.66604907,0
3,15,10.74505838,0
3,16,9.216,0
3,17,7.533161856,0
3,18,4.762967184,0
3,19,2.560259664,0
3,20,1.333584,0
3,21,0.825888816,0
3,22,0.623627568,0
3,23,0.536238,0
3,0,0.505700352,0
3,1,0.525926016,0.217922796
3,2,1.372050432,13.28213165
3,3,5.317349328,36.77352881
3,4,6.016596912,62.09534639
3,5,5.081407488,87.5998031
3,6,4.500846,108.2073274
3,7,4.543847424,114.080608
3,8,5.174928,107.4142459
3,9,5.810919408,93.72101481
3,10,6.718464,74.39875523
3,11,8.874702,48.77140677
3,12,11.60950579,22.18081732
3,13,7.118044272,3.289982664
3,14,10.292166,0
3,15,13.74393499,0
3,16,9.924624,0
3,17,6.718464,0
3,18,4.543847424,0
3,19,3.161088,0
3,20,2.415919104,0
3,21,1.729294416,0
3,22,1.117784448,0
3,23,0.798513552,0
3,0,0.695060496,0
3,1,0.658698624,0.164225808
3,2,1.277242992,12.55452792
3,3,2.962198656,39.47946285
3,4,3.298507776,65.71028573
3,5,3.849249456,91.00347156
3,6,3.888,112.5477167
3,7,4.331553264,118.8549515
3,8,5.269588992,116.7475755
3,9,7.235050896,101.866692
3,10,10.21794394,78.9537464
3,11,12.35032142,52.31668083
3,12,14.29240997,24.59351892
3,13,11.5290707,3.887100196
3,14,12.43452787,0
3,15,12.86130571,0
3,16,8.541936,0
3,17,5.365397376,0
3,18,2.834352,0
3,19,1.431126,0
3,20,0.505700352,0
3,21,0.261482112,0
3,22,0.207777168,0
3,23,0.123462,0
3,0,0.032685264,0
3,1,0.007901568,0.21757285
3,2,0.005174928,12.51517878
3,3,0.000589824,38.60256433
3,4,0.020247552,63.56883612
3,5,0.191664,81.70363797
3,6,0.495784944,97.32050114
3,7,0.882502128,108.4753143
3,8,1.372050432,108.1628924
3,9,1.868814,94.82054214
3,10,2.331975888,70.68035268
3,11,2.962198656,44.67715709
3,12,4.005810288,20.83276825
3,13,2.649563136,3.439522017
3,14,5.035072752,0
3,15,9.495254016,0
3,16,13.20967454,0
3,17,10.292166,0
3,18,4.718592,0
3,19,1.941303168,0
3,20,0.682795008,0
3,21,0.338779728,0
3,22,0.157352688,0
3,23,0.015925248,0
3,0,0.001152,0
3,1,0.012266496,0.288495236
3,2,0.007901568,16.62281752
3,3,0.112131072,45.02737502
3,4,0.486,69.54514357
3,5,0.882502128,93.96446622
3,6,1.117784448,121.4160314
3,7,1.277242992,151.8527909
3,8,1.706738688,152.6901745
3,9,2.834352,135.7960258
3,10,4.718592,103.302302
3,11,7.002306,64.60680933
3,12,9.424919088,24.88590368
3,13,7.964113104,3.154091225
3,14,13.122,0
3,15,15.14218291,0
3,16,12.94781645,0
3,17,8.153726976,0
3,18,3.229310592,0
3,19,1.411249536,0
3,20,0.720030384,0
3,21,0.623627568,0
3,22,0.612220032,0
3,23,0.557264592,0
3,0,0.515747088,0
3,1,0.439002,0.37227632
3,2,0.987696,21.83843869
3,3,2.444341392,62.6867308
3,4,1.706738688,106.8628378
3,5,1.051399296,143.5057531
3,6,0.987696,167.3495523
3,7,1.295843328,173.5996189
3,8,1.941303168,159.0598945
3,9,2.929884048,141.0001613
3,10,4.207408128,111.7395338
3,11,6.016596912,74.57367223
3,12,9.147052656,31.84528624
3,13,10.07057203,5.288298024
3,14,17.78486285,0
3,15,24.88445179,0
3,16,17.57144678,0
3,17,9.780092928,0
3,18,4.587121872,0
3,19,2.040838272,0
3,20,1.117784448,0
3,21,0.882502128,0
3,22,0.612220032,0
3,23,0.448147584,0
3,0,0.354294,0
3,1,0.28125,0.35425411
3,2,0.839808,18.35344335
3,3,0.941645232,56.62562175
3,4,0.255104784,94.7199852
3,5,0.022674816,136.7666866
3,6,0.070997616,156.6533517
3,7,0.288054144,155.6045652
3,8,0.695060496,144.2290957
3,9,1.64025,124.8583497
3,10,3.622141008,89.00685796
3,11,7.118044272,58.09832416
3,12,11.36931682,29.50279462
3,13,9.078450048,4.350128528
3,14,15.53042534,0
3,15,18.76663339,0
3,16,12.43452787,0
3,17,6.280445952,0
3,18,2.530944,0
3,19,1.035224208,0
3,20,0.732736512,0
3,21,0.589824,0
3,22,0.466818048,0
3,23,0.370274832,0
3,0,0.395136,0
3,1,0.466818048,0.32629108
3,2,1.798152192,16.88436203
3,3,2.589800832,52.96271489
3,4,2.619568368,91.02106762
3,5,2.415919104,126.6664058
3,6,2.304433152,154.9198999
3,7,2.501852976,168.8080275
3,8,3.127340016,167.0327877
3,9,4.630670208,152.1416836
3,10,6.551898192,123.5935137
3,11,9.078450048,85.33366663
3,12,10.292166,37.12342736
3,13,9.010191312,5.394896994
3,14,19.21432766,0
3,15,26.5276813,0
3,16,19.89913147,0
3,17,10.44168667,0
3,18,4.587121872,0
3,19,1.845058176,0
3,20,0.868113792,0
3,21,0.486,0
3,22,0.309123216,0
3,23,0.224769024,0
3,0,0.236596608,0
3,1,0.309123216,0.477926456
3,2,0.77175,22.00711769
3,3,0.785055744,68.50250096
3,4,0.911754,118.1796467
3,5,1.821504528,155.7461102
3,6,3.475809936,178.7911767
3,7,5.081407488,184.4966418
3,8,6.388108416,171.9190365
3,9,7.412954112,145.0606363
3,10,9.354932352,110.5940519
3,11,13.6539095,71.35766497
3,12,19.55473114,33.76737578
3,13,18.10821614,5.695191964
3,14,31.888098,0
3,15,29.27483597,0
3,16,15.925248,0
3,17,7.964113104,0
3,18,3.810757248,0
3,19,2.040838272,0
3,20,1.186906752,0
3,21,0.623627568,0
3,22,0.112131072,0
3,23,0.007294032,0
3,0,0.085349376,0
3,1,0.213342336,0.504791296
3,2,0.486,21.49769788
3,3,0.139723056,63.32281115
3,4,0.623627568,114.4345456
3,5,2.304433152,154.5130212
3,6,4.587121872,178.958983
3,7,6.944910336,189.9548689
3,8,9.216,185.6136235
3,9,11.60950579,167.6578678
3,10,14.8552861,137.6512368
3,11,19.55473114,96.55288315
3,12,23.82755746,49.3678845
3,13,11.21104555,7.933822419
3,14,15.82592242,0
3,15,18.10821614,0
3,16,9.924624,0
3,17,5.128025616,0
3,18,3.161088,0
3,19,2.560259664,0
3,20,2.066242608,0
3,21,1.596897648,0
3,22,1.222511616,0
3,23,0.853882704,0
3,0,0.567980928,0
3,1,0.546683904,0.587060477
3,2,1.169366544,27.1198275
3,3,2.619568368,77.05014788
3,4,5.413734,122.3542037
3,5,10.89892325,158.7444032
3,6,14.57203622,183.4598683
3,7,18.21686515,193.2754319
3,8,23.69758925,190.0197888
3,9,30.94873906,172.4464424
3,10,37.748736,142.6147591
3,11,42.15671194,100.6474287
3,12,43.1162365,52.12675074
3,13,24.22031155,8.609596245
3,14,16.941456,0
3,15,13.38619349,0
3,16,7.472896848,0
3,17,4.807619712,0
3,18,3.195077904,0
3,19,2.331975888,0
3,20,1.752048,0
3,21,1.411249536,0
3,22,1.186906752,0
3,23,0.926619264,0
3,0,0.682795008,0
3,1,0.505700352,0.669921
3,2,0.646866,29.6640158
3,3,0.274553856,80.38259262
3,4,0.316368,128.7023468
3,5,0.515747088,166.6915611
3,6,1.100933712,191.1633635
3,7,2.091856896,201.2526214
3,8,3.475809936,196.0084762
3,9,5.413734,176.4186408
3,10,8.026987392,143.781994
3,11,10.97640346,101.0135344
3,12,14.8552861,52.26125694
3,13,8.874702,8.807090526
3,14,14.10799406,0
3,15,20.01482381,0
3,16,14.57203622,0
3,17,6.718464,0
3,18,2.740919472,0
3,19,1.533312,0
3,20,1.204621488,0
3,21,1.003373424,0
3,22,0.812124288,0
3,23,0.612220032,0
3,0,0.466818048,0
3,1,0.386729136,0.65517781
3,2,0.623627568,26.52941365
3,3,0.486,75.67536064
3,4,0.403663824,127.8179118
3,5,0.707472,165.6645445
3,6,1.186906752,189.8642295
3,7,1.892772864,199.6907426
3,8,3.060566352,194.5220922
3,9,5.081407488,175.1081512
3,10,7.715899152,142.6452065
3,11,11.853054,100.3442531
3,12,18.10821614,52.03195562
3,13,15.14218291,8.825933449
3,14,29.42445154,0
3,15,37.39594637,0
3,16,24.617358,0
3,17,12.94781645,0
3,18,5.269588992,0
3,19,1.916935632,0
3,20,0.972182736,0
3,21,0.557264592,0
3,22,0.152813952,0
3,23,0.029574576,0
3,0,0.045278208,0
3,1,0.094824432,0.601940441
3,2,0.213342336,23.85656232
3,3,0.023958,74.30784418
3,4,0.079396992,126.1483731
3,5,0.166698,163.2131428
3,6,0.230632272,187.6429501
3,7,0.346478976,198.5903674
3,8,0.623627568,193.5462041
3,9,1.258821504,174.1297089
3,10,2.444341392,141.0066707
3,11,4.762967184,98.99790818
3,12,9.565938,50.80537691
3,13,11.21104555,8.6378275
3,14,23.56809451,0
3,15,36.870894,0
3,16,29.42445154,0
3,17,19.669086,0
3,18,6.718464,0
3,19,1.204621488,0
3,20,0.346478976,0
3,21,0.119604096,0
3,22,0.023958,0
3,23,0.019101744,0
3,0,0.101515536,0
3,1,0.261482112,0.620177586
3,2,0.911754,25.55360381
3,3,0.378442368,75.61296348
3,4,0.853882704,122.4940782
3,5,1.941303168,159.1674036
3,6,3.027538944,183.4650637
3,7,4.005810288,194.171531
3,8,5.035072752,189.6292737
3,9,6.334124688,170.687061
3,10,7.901568,139.5390814
3,11,9.780092928,97.85124098
3,12,13.03471426,50.19042863
3,13,12.35032142,8.418575362
3,14,23.05483301,0
3,15,32.685264,0
3,16,25.56062323,0
3,17,13.29773875,0
3,18,5.365397376,0
3,19,1.941303168,0
3,20,1.117784448,0
3,21,0.853882704,0
3,22,0.695060496,0
3,23,0.525926016,0
3,0,0.316368,0
3,1,0.115827408,0.712559232
3,2,0.161980416,27.92739671
3,3,0.623627568,76.23675904
3,4,0.261482112,122.8923279
3,5,0.076527504,159.2886635
3,6,0.131424912,182.9636284
3,7,0.288054144,189.9963708
3,8,0.505700352,185.0598294
3,9,0.853882704,165.9641882
3,10,1.240578,134.2817537
3,11,2.143718784,93.58955397
3,12,4.373471232,47.72122636
3,13,5.861892096,7.976387328
3,14,15.72701069,0
3,15,27.95105362,0
3,16,26.80839518,0
3,17,15.82592242,0
3,18,5.609983536,0
3,19,2.015643024,0
3,20,1.391557968,0
3,21,1.752048,0
3,22,1.706738688,0
3,23,1.352726064,0
3,0,1.067742,0
3,1,0.882502128,0.699536388
3,2,1.990656,26.56244534
3,3,3.404146032,73.77771225
3,4,2.117682,118.9535414
3,5,0.897048576,155.2557008
3,6,0.28125,179.2744583
3,7,0.123462,181.2990652
3,8,0.176406192,176.4618054
3,9,0.395136,157.776121
3,10,0.798513552,130.9676975
3,11,1.512498096,90.14913373
3,12,3.512016,44.74337787
3,13,6.068763648,7.267638332
3,14,17.14975027,0
3,15,32.84627486,0
3,16,34.81982885,0
3,17,26.667792,0
3,18,17.57144678,0
3,19,12.266496,0
3,20,8.026987392,0
3,21,3.888,0
3,22,1.100933712,0
3,23,0.505700352,0
3,0,0.309123216,0
3,1,0.171506304,0.666408458
3,2,0.403663824,22.15638887
3,3,0.670674672,64.5523803
3,4,0.525926016,108.2280491
3,5,0.457419312,143.9317832
3,6,0.354294,167.710301
3,7,0.294967152,176.1710378
3,8,0.354294,169.0505267
3,9,0.612220032,150.1279078
3,10,1.186906752,116.8821461
3,11,2.802975696,75.11172124
3,12,7.59375,31.93942708
3,13,16.0249883,4.76818773
3,14,37.39594637,0
3,15,57.41110886,0
3,16,49.60398254,0
3,17,33.82345627,0
3,18,22.92769267,0
3,19,13.74393499,0
3,20,6.944910336,0
3,21,2.771831808,0
3,22,0.785055744,0
3,23,0.316368,0
3,0,0.196938864,0
3,1,0.144,0.676124
3,2,0.370274832,21.53751745
3,3,0.466818048,60.97539102
3,4,0.612220032,102.7081172
3,5,0.707472,138.5504176
3,6,0.600952464,163.3213029
3,7,0.525926016,162.3988827
3,8,0.495784944,151.1727664
3,9,0.515747088,136.1098804
3,10,1.003373424,104.9328331
3,11,2.710237824,68.96675789
3,12,8.411194368,27.95138441
3,13,19.89913147,5.025421856
3,14,43.50408638,0
3,15,58.58913902,0
3,16,46.284354,0
3,17,27.23316826,0
3,18,13.92517138,0
3,19,6.388108416,0
3,20,3.060566352,0
3,21,2.143718784,0
3,22,1.100933712,0
3,23,0.255104784,0
3,0,0.047305296,0
3,1,0.014950512,0.474238043
3,2,0.386729136,14.73208354
3,3,1.512498096,43.32639293
3,4,0.853882704,74.91328179
3,5,0.236596608,104.1653173
3,6,0.362225664,127.7091792
3,7,0.745591248,139.1581905
3,8,1.186906752,138.2289971
3,9,1.990656,121.5121438
3,10,3.298507776,92.05140275
3,11,5.222115504,57.64948761
3,12,9.078450048,26.87731648
3,13,14.57203622,5.033017374
3,14,23.56809451,0
3,15,29.87635507,0
3,16,25.15347058,0
3,17,15.23862965,0
3,18,7.060017024,0
3,19,2.771831808,0
3,20,0.868113792,0
3,21,0.515747088,0
3,22,0.354294,0
3,23,0.242662896,0
3,0,0.148363344,0
3,1,0.06075,0.49201599
3,2,0.104976,14.57562736
3,3,0.236596608,45.68971325
3,4,0.248832,84.69879428
3,5,0.316368,124.8486388
3,6,0.448147584,159.586253
3,7,0.77175,167.1945053
3,8,1.431126,163.3078997
3,9,2.710237824,140.2774236
3,10,4.852550448,98.84555824
3,11,8.674025472,57.91793637
3,12,14.016384,29.51839318
3,13,18.10821614,5.286074475
3,14,27.09108245,0
3,15,35.32527014,0
3,16,38.28206981,0
3,17,27.23316826,0
3,18,15.33548506,0
3,19,8.281793664,0
3,20,4.289904,0
3,21,1.892772864,0
3,22,0.732736512,0
3,23,0.362225664,0
3,0,0.261482112,0
3,1,0.294967152,0.595462049
3,2,1.372050432,19.05299619
3,3,1.084253184,61.62973622
3,4,0.515747088,108.2719908
3,5,0.486,145.6658259
3,6,0.882502128,170.0253421
3,7,1.684379952,177.655117
3,8,3.263786928,162.251059
3,9,6.227071344,133.7975063
3,10,10.5926485,100.4339086
3,11,16.83794434,73.04302146
3,12,25.15347058,40.39754793
3,13,28.53436133,7.665612786
3,14,28.2417035,0
3,15,20.83725,0
3,16,11.36931682,0
3,17,7.060017024,0
3,18,4.94325,0
3,19,3.548472624,0
3,20,2.277108144,0
3,21,1.295843328,0
3,22,0.682795008,0
3,23,0.466818048,0
3,0,0.439002,0
3,1,0.421085808,0.788917184
3,2,1.295843328,23.54807978
3,3,1.471437072,67.74501947
3,4,2.143718784,110.8126705
3,5,2.196430848,147.7658902
3,6,1.892772864,172.3870923
3,7,1.451188224,176.4459756
3,8,0.972182736,170.1092892
3,9,0.486,144.6328341
3,10,0.148363344,108.7284879
3,11,0.181398528,69.88880723
3,12,1.798152192,32.13473442
3,13,7.901568,4.787533195
3,14,27.66240475,0
3,15,49.18062226,0
3,16,47.92500821,0
3,17,32.0464823,0
3,18,16.32670618,0
3,19,6.944910336,0
3,20,2.865961584,0
3,21,1.372050432,0
3,22,0.882502128,0
3,23,0.578833776,0
3,0,0.378442368,0
3,1,0.261482112,0.500137416
3,2,0.386729136,14.10089733
3,3,0.378442368,41.93540424
3,4,0.224769024,77.72631426
3,5,0.255104784,113.557911
3,6,0.457419312,138.7502124
3,7,1.295843328,153.8101382
3,8,3.027538944,155.1078235
3,9,6.068763648,148.5482697
3,10,10.5926485,115.3514356
3,11,17.78486285,74.19340099
3,12,27.95105362,32.45127484
3,13,35.15625,5.304434253
3,14,40.6512599,0
3,15,39.00096331,0
3,16,26.5276813,0
3,17,21.92735578,0
3,18,16.52994086,0
3,19,11.77149658,0
3,20,7.412954112,0
3,21,4.207408128,0
3,22,1.729294416,0
3,23,0.578833776,0
3,0,0.161980416,0
3,1,0.037748736,0.490775076
3,2,0.029574576,13.5749138
3,3,0.056018448,39.58088894
3,4,0.009924624,72.70909812
3,5,0.016941456,107.1160659
3,6,0.088434,138.9857444
3,7,0.224769024,157.375654
3,8,0.635175936,160.6690138
3,9,1.752048,147.2615341
3,10,3.849249456,117.7325488
3,11,8.874702,80.57671132
3,12,19.44082037,39.01554973
3,13,29.42445154,6.739955333
3,14,38.28206981,0
3,15,37.748736,0
3,16,24.35218229,0
3,17,10.5926485,0
3,18,3.696822,0
3,19,1.152,0
3,20,0.354294,0
3,21,0.144,0
3,22,0.056018448,0
3,23,0.016941456,0
4,0,0.016941456,0
4,1,0.031104,0.9308026
4,2,0.025288704,26.06966745
4,3,0.015925248,72.05462168
4,4,0.157352688,117.938695
4,5,0.525926016,154.3927791
4,6,1.618477056,176.6048026
4,7,4.166559792,185.8550469
4,8,8.607811824,181.5932367
4,9,15.14218291,165.0493996
4,10,23.69758925,132.0297281
4,11,34.65242611,92.55867013
4,12,48.1327753,47.64125424
4,13,56.2489763,8.5983724
4,14,49.18062226,0
4,15,45.67889779,0
4,16,31.57289669,0
4,17,20.48207731,0
4,18,13.122,0
4,19,6.944910336,0
4,20,3.368686464,0
4,21,1.798152192,0
4,22,0.972182736,0
4,23,0.448147584,0
4,0,0.236596608,0
4,1,0.181398528,0.81473484
4,2,0.758595456,22.81732593
4,3,0.972182736,67.30603919
4,4,1.277242992,110.4192785
4,5,2.331975888,144.6778853
4,6,4.500846,168.1738351
4,7,8.090191728,177.5953255
4,8,13.122,170.2770516
4,9,19.89913147,152.0359681
4,10,28.53436133,124.0739756
4,11,36.870894,87.78009282
4,12,44.28675,44.79918932
4,13,44.87986829,7.59835268
4,14,40.6512599,0
4,15,32.52478018,0
4,16,23.82755746,0
4,17,18.87789773,0
4,18,15.23862965,0
4,19,11.60950579,0
4,20,8.217594,0
4,21,5.269588992,0
4,22,3.512016,0
4,23,2.304433152,0
4,0,1.662217344,0
4,1,1.491873408,0.651831378
4,2,3.734544384,16.61073411
4,3,8.217594,41.24848
4,4,13.122,61.52274086
4,5,16.428114,72.13397275
4,6,17.465382,78.59224612
4,7,17.89221586,71.27460599
4,8,18.6558071,64.10073751
4,9,19.669086,63.10650303
4,10,19.78388582,51.6415466
4,11,18.10821614,35.12962305
4,12,13.74393499,18.4544872
4,13,6.121231056,3.625057333
4,14,3.298507776,0
4,15,3.263786928,0
4,16,3.888,0
4,17,4.125976704,0
4,18,3.966279552,0
4,19,3.927009744,0
4,20,4.289904,0
4,21,4.762967184,0
4,22,5.222115504,0
4,23,5.609983536,0
4,0,6.831061632,0
4,1,9.285292944,0.318582366
4,2,15.33548506,7.89938466
4,3,25.56062323,20.09209387
4,4,44.09021146,34.9029071
4,5,51.539184,44.13239528
4,6,63.212544,47.37671309
4,7,88.12224706,50.36955702
4,8,118.0837233,43.86206845
4,9,134.290776,34.90952135
4,10,118.0837233,26.56228768
4,11,86.5744681,17.28720199
4,12,58.58913902,8.505304031
4,13,39.00096331,1.456535388
4,14,28.97712806,0
4,15,22.29899803,0
4,16,12.94781645,0
4,17,7.839351216,0
4,18,5.560483968,0
4,19,4.762967184,0
4,20,5.269588992,0
4,21,6.280445952,0
4,22,7.176388608,0
4,23,6.944910336,0
4,0,6.388108416,0
4,1,6.121231056,0.161114505
4,2,9.997420464,5.31414836
4,3,19.89913147,19.58917548
4,4,46.284354,35.46115581
4,5,56.48013619,50.4443943
4,6,42.73069867,57.50145923
4,7,25.42442126,63.61780552
4,8,13.6539095,65.7121322
4,9,7.964113104,59.06871438
4,10,5.081407488,47.12298745
4,11,3.659354496,32.96918433
4,12,2.196430848,16.78891915
4,13,0.658698624,3.47019456
4,14,0.412313472,0
4,15,0.354294,0
4,16,0.255104784,0
4,17,0.196938864,0
4,18,0.267964848,0
4,19,0.370274832,0
4,20,0.370274832,0
4,21,0.370274832,0
4,22,0.267964848,0
4,23,0.139723056,0
4,0,0.045278208,0
4,1,0.007901568,0.416310225
4,2,0.006174,10.78794171
4,3,0.037748736,35.46697963
4,4,0.022674816,64.61380896
4,5,0.181398528,91.0278431
4,6,0.868113792,109.0419669
4,7,1.965876336,112.8756073
4,8,2.962198656,105.6805956
4,9,3.734544384,91.28672573
4,10,4.289904,66.5049436
4,11,4.674493296,43.42680076
4,12,4.085658,21.45692331
4,13,1.965876336,4.175587266
4,14,1.64025,0
4,15,1.941303168,0
4,16,1.868814,0
4,17,1.431126,0
4,18,0.972182736,0
4,19,0.646866,0
4,20,0.515747088,0
4,21,0.448147584,0
4,22,0.439002,0
4,23,0.421085808,0
4,0,0.386729136,0
4,1,0.412313472,0.34898346
4,2,1.204621488,8.68471085
4,3,2.387718,20.86084499
4,4,5.081407488,33.58900001
4,5,7.472896848,52.15532642
4,6,9.495254016,67.0528794
4,7,12.09998477,76.8767475
4,8,12.689442,76.98916519
4,9,11.69031413,69.18979431
4,10,10.51698701,56.14897373
4,11,8.607811824,38.09376563
4,12,4.587121872,20.30075801
4,13,1.684379952,4.256035085
4,14,1.084253184,0
4,15,1.051399296,0
4,16,1.204621488,0
4,17,1.596897648,0
4,18,2.472985728,0
4,19,3.849249456,0
4,20,4.587121872,0
4,21,4.166559792,0
4,22,2.619568368,0
4,23,2.040838272,0
4,0,1.821504528,0
4,1,1.798152192,0.415257198
4,2,3.772522512,10.08451609
4,3,5.269588992,26.74788494
4,4,7.060017024,47.5506195
4,5,9.852181776,76.16613143
4,6,11.60950579,98.24358338
4,7,10.97640346,95.49571866
4,8,9.010191312,94.35874319
4,9,6.662632176,85.55833601
4,10,4.852550448,74.35018868
4,11,3.298507776,50.69168209
4,12,1.533312,26.39192042
4,13,0.525926016,5.54874755
4,14,0.557264592,0
4,15,1.019215872,0
4,16,1.64025,0
4,17,2.415919104,0
4,18,3.195077904,0
4,19,3.585180672,0
4,20,3.772522512,0
4,21,3.404146032,0
4,22,3.439853568,0
4,23,3.622141008,0
4,0,3.659354496,0
4,1,3.659354496,0.50993487
4,2,7.235050896,12.15098932
4,3,8.281793664,34.1288414
4,4,10.21794394,62.45997883
4,5,10.36674662,89.73312472
4,6,8.411194368,103.1783786
4,7,5.222115504,119.44924
4,8,2.740919472,121.5107553
4,9,1.391557968,109.2933522
4,10,0.926619264,86.16941432
4,11,0.495784944,54.63208693
4,12,0.104976,26.50914796
4,13,0.056018448,5.17246386
4,14,0.682795008,0
4,15,1.990656,0
4,16,3.475809936,0
4,17,4.415658768,0
4,18,4.807619712,0
4,19,4.587121872,0
4,20,3.659354496,0
4,21,2.304433152,0
4,22,1.240578,0
4,23,0.745591248,0
4,0,0.600952464,0
4,1,0.536238,0.75290818
4,2,1.352726064,17.09899649
4,3,2.740919472,42.56666594
4,4,2.99475,66.54519378
4,5,1.752048,84.10409299
4,6,0.839808,93.23481336
4,7,0.242662896,99.31543906
4,8,0.065740752,94.89138944
4,9,0.034319232,83.22598115
4,10,0.098131968,66.72374933
4,11,0.261482112,45.41937957
4,12,0.505700352,22.65554978
4,13,0.720030384,4.580469655
4,14,1.662217344,0
4,15,3.263786928,0
4,16,5.511276432,0
4,17,6.662632176,0
4,18,6.121231056,0
4,19,4.94325,0
4,20,3.548472624,0
4,21,2.359737216,0
4,22,1.533312,0
4,23,0.987696,0
4,0,0.720030384,0
4,1,0.546683904,0.621404562
4,2,1.035224208,14.88398535
4,3,1.554315984,39.14704274
4,4,0.926619264,62.07997333
4,5,0.094824432,80.28330926
4,6,0.034319232,94.49483151
4,7,0.176406192,90.90817769
4,8,0.338779728,82.79227043
4,9,0.567980928,67.79589772
4,10,0.825888816,45.52994508
4,11,1.372050432,29.76065759
4,12,1.575510912,14.42480497
4,13,1.295843328,3.024124278
4,14,2.015643024,0
4,15,3.161088,0
4,16,3.810757248,0
4,17,3.439853568,0
4,18,2.589800832,0
4,19,1.729294416,0
4,20,1.100933712,0
4,21,0.758595456,0
4,22,0.578833776,0
4,23,0.429981696,0
4,0,0.267964848,0
4,1,0.135531648,0.545156685
4,2,0.082337328,11.124276
4,3,0.053747712,28.32946625
4,4,0.036006768,42.63612285
4,5,0.06075,54.27025756
4,6,0.076527504,65.04023753
4,7,0.157352688,72.1407672
4,8,0.412313472,73.87003969
4,9,0.911754,67.40851946
4,10,1.451188224,55.95353641
4,11,1.821504528,36.19204864
4,12,1.533312,17.34877188
4,13,0.798513552,3.458295172
4,14,0.972182736,0
4,15,1.169366544,0
4,16,1.431126,0
4,17,1.533312,0
4,18,1.575510912,0
4,19,1.533312,0
4,20,1.295843328,0
4,21,0.972182736,0
4,22,0.825888816,0
4,23,0.732736512,0
4,0,0.695060496,0
